"yr" "Mes" "Fecha" "Ciudad" "Temperatura"
1991 "abril" "1991-04-01" "Bucaramanga" 21.8
1991 "mayo" "1991-05-01" "Bucaramanga" 21.8
1991 "junio" "1991-06-01" "Bucaramanga" 22.1
1991 "julio" "1991-07-01" "Bucaramanga" NA
1991 "agosto" "1991-08-01" "Bucaramanga" 21.8
1991 "septiembre" "1991-09-01" "Bucaramanga" 21.8
1991 "octubre" "1991-10-01" "Bucaramanga" 21
1991 "noviembre" "1991-11-01" "Bucaramanga" 20.8
1991 "diciembre" "1991-12-01" "Bucaramanga" 21.8
1992 "enero" "1992-01-01" "Bucaramanga" 21.8
1992 "febrero" "1992-02-01" "Bucaramanga" NA
1992 "marzo" "1992-03-01" "Bucaramanga" 22.8
1992 "abril" "1992-04-01" "Bucaramanga" 22.4
1992 "mayo" "1992-05-01" "Bucaramanga" 21.9
1992 "junio" "1992-06-01" "Bucaramanga" 22.1
1992 "julio" "1992-07-01" "Bucaramanga" 21.9
1992 "agosto" "1992-08-01" "Bucaramanga" 21.8
1992 "septiembre" "1992-09-01" "Bucaramanga" 21.6
1992 "octubre" "1992-10-01" "Bucaramanga" 22.2
1992 "noviembre" "1992-11-01" "Bucaramanga" 21.2
1992 "diciembre" "1992-12-01" "Bucaramanga" 22
1993 "enero" "1993-01-01" "Bucaramanga" 21.3
1993 "febrero" "1993-02-01" "Bucaramanga" NA
1993 "marzo" "1993-03-01" "Bucaramanga" NA
1993 "abril" "1993-04-01" "Bucaramanga" NA
1993 "mayo" "1993-05-01" "Bucaramanga" 21.3
1993 "junio" "1993-06-01" "Bucaramanga" NA
1993 "julio" "1993-07-01" "Bucaramanga" 21.1
1993 "agosto" "1993-08-01" "Bucaramanga" NA
1993 "septiembre" "1993-09-01" "Bucaramanga" 21.3
1993 "octubre" "1993-10-01" "Bucaramanga" 21.7
1993 "noviembre" "1993-11-01" "Bucaramanga" NA
1993 "diciembre" "1993-12-01" "Bucaramanga" 21.3
1994 "enero" "1994-01-01" "Bucaramanga" 21.2
1994 "febrero" "1994-02-01" "Bucaramanga" 21.7
1994 "marzo" "1994-03-01" "Bucaramanga" 21.2
1994 "abril" "1994-04-01" "Bucaramanga" 21.5
1994 "mayo" "1994-05-01" "Bucaramanga" 21.7
1994 "junio" "1994-06-01" "Bucaramanga" 21.8
1994 "julio" "1994-07-01" "Bucaramanga" 21.8
1994 "agosto" "1994-08-01" "Bucaramanga" 21.5
1994 "septiembre" "1994-09-01" "Bucaramanga" 21.4
1994 "octubre" "1994-10-01" "Bucaramanga" 21.3
1994 "noviembre" "1994-11-01" "Bucaramanga" 21
1994 "diciembre" "1994-12-01" "Bucaramanga" 22.1
1995 "enero" "1995-01-01" "Bucaramanga" 22.1
1995 "febrero" "1995-02-01" "Bucaramanga" 22.5
1995 "marzo" "1995-03-01" "Bucaramanga" 21.9
1995 "abril" "1995-04-01" "Bucaramanga" 22.1
1995 "mayo" "1995-05-01" "Bucaramanga" 21.7
1995 "junio" "1995-06-01" "Bucaramanga" 21.7
1995 "julio" "1995-07-01" "Bucaramanga" 21.3
1995 "agosto" "1995-08-01" "Bucaramanga" 21.1
1995 "septiembre" "1995-09-01" "Bucaramanga" 21.9
1995 "octubre" "1995-10-01" "Bucaramanga" 21
1995 "noviembre" "1995-11-01" "Bucaramanga" 20.5
1995 "diciembre" "1995-12-01" "Bucaramanga" 21.8
1996 "enero" "1996-01-01" "Bucaramanga" 21.2
1996 "febrero" "1996-02-01" "Bucaramanga" 20.5
1996 "marzo" "1996-03-01" "Bucaramanga" 21.3
1996 "abril" "1996-04-01" "Bucaramanga" 21.6
1996 "mayo" "1996-05-01" "Bucaramanga" 21.4
1996 "junio" "1996-06-01" "Bucaramanga" 21.4
1996 "julio" "1996-07-01" "Bucaramanga" 21.1
1996 "agosto" "1996-08-01" "Bucaramanga" 21.6
1996 "septiembre" "1996-09-01" "Bucaramanga" 21.4
1996 "octubre" "1996-10-01" "Bucaramanga" 20.9
1996 "noviembre" "1996-11-01" "Bucaramanga" 21
1996 "diciembre" "1996-12-01" "Bucaramanga" 21.5
1997 "enero" "1997-01-01" "Bucaramanga" NA
1997 "febrero" "1997-02-01" "Bucaramanga" 21.8
1997 "marzo" "1997-03-01" "Bucaramanga" 22.3
1997 "abril" "1997-04-01" "Bucaramanga" 22
1997 "mayo" "1997-05-01" "Bucaramanga" 22.4
1997 "junio" "1997-06-01" "Bucaramanga" 21.7
1997 "julio" "1997-07-01" "Bucaramanga" 22.7
1997 "agosto" "1997-08-01" "Bucaramanga" 22.7
1997 "septiembre" "1997-09-01" "Bucaramanga" 22.2
1997 "octubre" "1997-10-01" "Bucaramanga" 22.2
1997 "noviembre" "1997-11-01" "Bucaramanga" 21.7
1997 "diciembre" "1997-12-01" "Bucaramanga" 22.5
1998 "enero" "1998-01-01" "Bucaramanga" 23.3
1998 "febrero" "1998-02-01" "Bucaramanga" NA
1998 "marzo" "1998-03-01" "Bucaramanga" 23.7
1998 "abril" "1998-04-01" "Bucaramanga" 22.9
1998 "mayo" "1998-05-01" "Bucaramanga" 22.5
1998 "junio" "1998-06-01" "Bucaramanga" 21.9
1998 "julio" "1998-07-01" "Bucaramanga" 21.7
1998 "agosto" "1998-08-01" "Bucaramanga" 21.8
1998 "septiembre" "1998-09-01" "Bucaramanga" 21.6
1998 "octubre" "1998-10-01" "Bucaramanga" NA
1998 "noviembre" "1998-11-01" "Bucaramanga" 21
1998 "diciembre" "1998-12-01" "Bucaramanga" 20.2
1999 "enero" "1999-01-01" "Bucaramanga" 21.6
1999 "febrero" "1999-02-01" "Bucaramanga" 20.7
1999 "marzo" "1999-03-01" "Bucaramanga" 21.2
1999 "abril" "1999-04-01" "Bucaramanga" 21.5
1999 "mayo" "1999-05-01" "Bucaramanga" 21.5
1999 "junio" "1999-06-01" "Bucaramanga" 21
1999 "julio" "1999-07-01" "Bucaramanga" 21.3
1999 "agosto" "1999-08-01" "Bucaramanga" 21.1
1999 "septiembre" "1999-09-01" "Bucaramanga" 20.6
1999 "octubre" "1999-10-01" "Bucaramanga" 20.7
1999 "noviembre" "1999-11-01" "Bucaramanga" 20.6
1999 "diciembre" "1999-12-01" "Bucaramanga" 20.4
2000 "enero" "2000-01-01" "Bucaramanga" 20.4
2000 "febrero" "2000-02-01" "Bucaramanga" 20.7
2000 "marzo" "2000-03-01" "Bucaramanga" NA
2000 "abril" "2000-04-01" "Bucaramanga" 21.5
2000 "mayo" "2000-05-01" "Bucaramanga" 21.3
2000 "junio" "2000-06-01" "Bucaramanga" 21.4
2000 "julio" "2000-07-01" "Bucaramanga" 21.3
2000 "agosto" "2000-08-01" "Bucaramanga" 21.7
2000 "septiembre" "2000-09-01" "Bucaramanga" 20.8
2000 "octubre" "2000-10-01" "Bucaramanga" 21.3
2000 "noviembre" "2000-11-01" "Bucaramanga" 20.8
2000 "diciembre" "2000-12-01" "Bucaramanga" 21.2
2001 "enero" "2001-01-01" "Bucaramanga" NA
2001 "febrero" "2001-02-01" "Bucaramanga" NA
2001 "marzo" "2001-03-01" "Bucaramanga" NA
2001 "abril" "2001-04-01" "Bucaramanga" NA
2001 "mayo" "2001-05-01" "Bucaramanga" NA
2001 "junio" "2001-06-01" "Bucaramanga" NA
2001 "julio" "2001-07-01" "Bucaramanga" NA
2001 "agosto" "2001-08-01" "Bucaramanga" NA
2001 "septiembre" "2001-09-01" "Bucaramanga" NA
2001 "octubre" "2001-10-01" "Bucaramanga" NA
2001 "noviembre" "2001-11-01" "Bucaramanga" NA
2001 "diciembre" "2001-12-01" "Bucaramanga" NA
2002 "enero" "2002-01-01" "Bucaramanga" NA
2002 "febrero" "2002-02-01" "Bucaramanga" NA
2002 "marzo" "2002-03-01" "Bucaramanga" NA
2002 "abril" "2002-04-01" "Bucaramanga" 21.4
2002 "mayo" "2002-05-01" "Bucaramanga" 22.2
2002 "junio" "2002-06-01" "Bucaramanga" 21.8
2002 "julio" "2002-07-01" "Bucaramanga" 22.3
2002 "agosto" "2002-08-01" "Bucaramanga" 22.6
2002 "septiembre" "2002-09-01" "Bucaramanga" 22
2002 "octubre" "2002-10-01" "Bucaramanga" 21.8
2002 "noviembre" "2002-11-01" "Bucaramanga" 21.7
2002 "diciembre" "2002-12-01" "Bucaramanga" 22.1
2003 "enero" "2003-01-01" "Bucaramanga" 22
2003 "febrero" "2003-02-01" "Bucaramanga" 22.8
2003 "marzo" "2003-03-01" "Bucaramanga" 22.5
2003 "abril" "2003-04-01" "Bucaramanga" 22
2003 "mayo" "2003-05-01" "Bucaramanga" 22.2
2003 "junio" "2003-06-01" "Bucaramanga" 21.5
2003 "julio" "2003-07-01" "Bucaramanga" 21.7
2003 "agosto" "2003-08-01" "Bucaramanga" 22
2003 "septiembre" "2003-09-01" "Bucaramanga" 21.6
2003 "octubre" "2003-10-01" "Bucaramanga" 21.2
2003 "noviembre" "2003-11-01" "Bucaramanga" 21.6
2003 "diciembre" "2003-12-01" "Bucaramanga" 21.3
2004 "enero" "2004-01-01" "Bucaramanga" 21.2
2004 "febrero" "2004-02-01" "Bucaramanga" 22.5
2004 "marzo" "2004-03-01" "Bucaramanga" 23
2004 "abril" "2004-04-01" "Bucaramanga" 22.6
2004 "mayo" "2004-05-01" "Bucaramanga" 22
2004 "junio" "2004-06-01" "Bucaramanga" 22.2
2004 "julio" "2004-07-01" "Bucaramanga" 21.4
2004 "agosto" "2004-08-01" "Bucaramanga" 22.3
2004 "septiembre" "2004-09-01" "Bucaramanga" 21.5
2004 "octubre" "2004-10-01" "Bucaramanga" NA
2004 "noviembre" "2004-11-01" "Bucaramanga" 21.1
2004 "diciembre" "2004-12-01" "Bucaramanga" 21.3
2005 "enero" "2005-01-01" "Bucaramanga" NA
2005 "febrero" "2005-02-01" "Bucaramanga" 21.8
2005 "marzo" "2005-03-01" "Bucaramanga" 22.5
2005 "abril" "2005-04-01" "Bucaramanga" 22.2
2005 "mayo" "2005-05-01" "Bucaramanga" 22
2005 "junio" "2005-06-01" "Bucaramanga" 21.9
2005 "julio" "2005-07-01" "Bucaramanga" 22.2
2005 "agosto" "2005-08-01" "Bucaramanga" 21.9
2005 "septiembre" "2005-09-01" "Bucaramanga" NA
2005 "octubre" "2005-10-01" "Bucaramanga" 21.1
2005 "noviembre" "2005-11-01" "Bucaramanga" 20.8
2005 "diciembre" "2005-12-01" "Bucaramanga" 20.9
2006 "enero" "2006-01-01" "Bucaramanga" 21.1
2006 "febrero" "2006-02-01" "Bucaramanga" 21.9
2006 "marzo" "2006-03-01" "Bucaramanga" 21.6
2006 "abril" "2006-04-01" "Bucaramanga" 21.2
2006 "mayo" "2006-05-01" "Bucaramanga" 21.8
2006 "junio" "2006-06-01" "Bucaramanga" 21.6
2006 "julio" "2006-07-01" "Bucaramanga" 21.9
2006 "agosto" "2006-08-01" "Bucaramanga" 22.2
2006 "septiembre" "2006-09-01" "Bucaramanga" 22
2006 "octubre" "2006-10-01" "Bucaramanga" 21.6
2006 "noviembre" "2006-11-01" "Bucaramanga" 21.3
2006 "diciembre" "2006-12-01" "Bucaramanga" 21.4
2007 "enero" "2007-01-01" "Bucaramanga" 22.5
2007 "febrero" "2007-02-01" "Bucaramanga" 22.6
2007 "marzo" "2007-03-01" "Bucaramanga" 21.8
2007 "abril" "2007-04-01" "Bucaramanga" 21.6
2007 "mayo" "2007-05-01" "Bucaramanga" NA
2007 "junio" "2007-06-01" "Bucaramanga" 21.6
2007 "julio" "2007-07-01" "Bucaramanga" 22
2007 "agosto" "2007-08-01" "Bucaramanga" 21.2
2007 "septiembre" "2007-09-01" "Bucaramanga" 21.7
2007 "octubre" "2007-10-01" "Bucaramanga" 20.7
2007 "noviembre" "2007-11-01" "Bucaramanga" 21.3
2007 "diciembre" "2007-12-01" "Bucaramanga" 20.9
2008 "enero" "2008-01-01" "Bucaramanga" 21.2
2008 "febrero" "2008-02-01" "Bucaramanga" 21.3
2008 "marzo" "2008-03-01" "Bucaramanga" 21.1
2008 "abril" "2008-04-01" "Bucaramanga" 21.5
2008 "mayo" "2008-05-01" "Bucaramanga" 21.2
2008 "junio" "2008-06-01" "Bucaramanga" 21.5
2008 "julio" "2008-07-01" "Bucaramanga" 21.2
2008 "agosto" "2008-08-01" "Bucaramanga" 21.1
2008 "septiembre" "2008-09-01" "Bucaramanga" 21.7
2008 "octubre" "2008-10-01" "Bucaramanga" 21.2
2008 "noviembre" "2008-11-01" "Bucaramanga" 20.7
2008 "diciembre" "2008-12-01" "Bucaramanga" 20.8
2009 "enero" "2009-01-01" "Bucaramanga" 21.3
2009 "febrero" "2009-02-01" "Bucaramanga" 21.5
2009 "marzo" "2009-03-01" "Bucaramanga" 21.2
2009 "abril" "2009-04-01" "Bucaramanga" 21.9
2009 "mayo" "2009-05-01" "Bucaramanga" 21.7
2009 "junio" "2009-06-01" "Bucaramanga" 21.8
2009 "julio" "2009-07-01" "Bucaramanga" 22.1
2009 "agosto" "2009-08-01" "Bucaramanga" 22.1
2009 "septiembre" "2009-09-01" "Bucaramanga" 22.9
2009 "octubre" "2009-10-01" "Bucaramanga" 21.8
2009 "noviembre" "2009-11-01" "Bucaramanga" NA
2009 "diciembre" "2009-12-01" "Bucaramanga" 22
2010 "enero" "2010-01-01" "Bucaramanga" 22.6
2010 "febrero" "2010-02-01" "Bucaramanga" 23.1
2010 "marzo" "2010-03-01" "Bucaramanga" 22.8
2010 "abril" "2010-04-01" "Bucaramanga" 22.4
2010 "mayo" "2010-05-01" "Bucaramanga" 22.3
2010 "junio" "2010-06-01" "Bucaramanga" 21.6
2010 "julio" "2010-07-01" "Bucaramanga" 21.1
2010 "agosto" "2010-08-01" "Bucaramanga" 21.4
2010 "septiembre" "2010-09-01" "Bucaramanga" NA
2010 "octubre" "2010-10-01" "Bucaramanga" 21
2010 "noviembre" "2010-11-01" "Bucaramanga" 20.2
2010 "diciembre" "2010-12-01" "Bucaramanga" 20.2
2011 "enero" "2011-01-01" "Bucaramanga" 21.1
2011 "febrero" "2011-02-01" "Bucaramanga" 21.1
2011 "marzo" "2011-03-01" "Bucaramanga" 20.8
2011 "abril" "2011-04-01" "Bucaramanga" 20.9
2011 "mayo" "2011-05-01" "Bucaramanga" 21.3
2011 "junio" "2011-06-01" "Bucaramanga" 21.6
2011 "julio" "2011-07-01" "Bucaramanga" 21.4
2011 "agosto" "2011-08-01" "Bucaramanga" 21.8
2011 "septiembre" "2011-09-01" "Bucaramanga" 21.5
2011 "octubre" "2011-10-01" "Bucaramanga" 20.5
2011 "noviembre" "2011-11-01" "Bucaramanga" 20.6
2011 "diciembre" "2011-12-01" "Bucaramanga" 20.7
2012 "enero" "2012-01-01" "Bucaramanga" 21.2
2012 "febrero" "2012-02-01" "Bucaramanga" 21.7
2012 "marzo" "2012-03-01" "Bucaramanga" 21.5
2012 "abril" "2012-04-01" "Bucaramanga" NA
2012 "mayo" "2012-05-01" "Bucaramanga" 21.7
2012 "junio" "2012-06-01" "Bucaramanga" 21.9
2012 "julio" "2012-07-01" "Bucaramanga" NA
2012 "agosto" "2012-08-01" "Bucaramanga" NA
2012 "septiembre" "2012-09-01" "Bucaramanga" 22.1
2012 "octubre" "2012-10-01" "Bucaramanga" 21.3
2012 "noviembre" "2012-11-01" "Bucaramanga" 21.6
2012 "diciembre" "2012-12-01" "Bucaramanga" 21.3
2013 "enero" "2013-01-01" "Bucaramanga" 22.4
2013 "febrero" "2013-02-01" "Bucaramanga" 21.9
2013 "marzo" "2013-03-01" "Bucaramanga" 22
2013 "abril" "2013-04-01" "Bucaramanga" 22.2
2013 "mayo" "2013-05-01" "Bucaramanga" 21.4
2013 "junio" "2013-06-01" "Bucaramanga" 21.9
2013 "julio" "2013-07-01" "Bucaramanga" 22
2013 "agosto" "2013-08-01" "Bucaramanga" 21.7
2013 "septiembre" "2013-09-01" "Bucaramanga" 21.8
2013 "octubre" "2013-10-01" "Bucaramanga" 21.4
2013 "noviembre" "2013-11-01" "Bucaramanga" 21
2013 "diciembre" "2013-12-01" "Bucaramanga" 21.2
2014 "enero" "2014-01-01" "Bucaramanga" 21.9
2014 "febrero" "2014-02-01" "Bucaramanga" 22.1
2014 "marzo" "2014-03-01" "Bucaramanga" 21.9
2014 "abril" "2014-04-01" "Bucaramanga" 22.3
2014 "mayo" "2014-05-01" "Bucaramanga" 21.8
2014 "junio" "2014-06-01" "Bucaramanga" 22.4
2014 "julio" "2014-07-01" "Bucaramanga" 23
2014 "agosto" "2014-08-01" "Bucaramanga" 21.8
2014 "septiembre" "2014-09-01" "Bucaramanga" 21.9
2014 "octubre" "2014-10-01" "Bucaramanga" 21.3
2014 "noviembre" "2014-11-01" "Bucaramanga" 21.2
2014 "diciembre" "2014-12-01" "Bucaramanga" 21.5
2015 "enero" "2015-01-01" "Bucaramanga" 22
2015 "febrero" "2015-02-01" "Bucaramanga" NA
2015 "marzo" "2015-03-01" "Bucaramanga" NA
2015 "abril" "2015-04-01" "Bucaramanga" NA
2015 "mayo" "2015-05-01" "Bucaramanga" NA
2015 "junio" "2015-06-01" "Bucaramanga" NA
2015 "julio" "2015-07-01" "Bucaramanga" NA
2015 "agosto" "2015-08-01" "Bucaramanga" NA
2015 "septiembre" "2015-09-01" "Bucaramanga" NA
2015 "octubre" "2015-10-01" "Bucaramanga" NA
2015 "noviembre" "2015-11-01" "Bucaramanga" NA
2015 "diciembre" "2015-12-01" "Bucaramanga" NA
